,year,carType
18616,2020,ICE
18617,2020,ICE
18618,2020,ICE
18619,2020,EV
18620,2020,ICE
18621,2020,ICE
18622,2020,ICE
18623,2020,ICE
18624,2021,ICE
18625,2021,ICE
18626,2021,ICE
18627,2021,ICE
18628,2021,ICE
18629,2021,ICE
18630,2021,ICE
18631,2021,ICE
18632,2021,ICE
18633,2021,ICE
18634,2021,ICE
18635,2021,ICE
18636,2021,ICE
18637,2021,ICE
18638,2021,ICE
18639,2021,ICE
18640,2021,ICE
18641,2021,ICE
18643,2021,ICE
18644,2011,ICE
18645,2011,ICE
18646,2011,ICE
18647,2011,ICE
18648,2011,ICE
18649,2011,ICE
18650,2011,ICE
18651,2011,ICE
18652,2011,ICE
18653,2011,ICE
18654,2011,ICE
18655,2011,ICE
18656,2011,ICE
18657,2011,ICE
18658,2011,ICE
18659,2011,ICE
18660,2011,ICE
18661,2011,ICE
18662,2011,ICE
18663,2011,ICE
18664,2012,ICE
18665,2012,ICE
18666,2012,ICE
18667,2012,ICE
18668,2012,ICE
18669,2012,ICE
18670,2012,ICE
18671,2012,ICE
18672,2012,ICE
18673,2012,ICE
18674,2012,ICE
18675,2012,ICE
18676,2012,ICE
18677,2012,ICE
18678,2012,ICE
18679,2012,ICE
18680,2012,ICE
18681,2012,ICE
18682,2012,ICE
18683,2012,ICE
18684,2013,ICE
18685,2013,ICE
18686,2013,ICE
18687,2013,ICE
18688,2013,ICE
18689,2013,ICE
18690,2013,ICE
18691,2013,ICE
18692,2013,ICE
18693,2013,ICE
18694,2013,ICE
18695,2013,ICE
18696,2013,ICE
18697,2013,ICE
18698,2013,ICE
18699,2013,ICE
18700,2013,ICE
18701,2013,ICE
18702,2013,ICE
18703,2013,ICE
18704,2014,ICE
18705,2014,ICE
18706,2014,ICE
18707,2014,ICE
18708,2014,ICE
18709,2014,ICE
18710,2014,ICE
18711,2014,ICE
18712,2014,ICE
18713,2014,ICE
18714,2014,ICE
18715,2014,ICE
18716,2014,ICE
18717,2014,ICE
18718,2014,ICE
18719,2014,ICE
18720,2014,ICE
18721,2014,ICE
18722,2014,ICE
18723,2014,ICE
18724,2015,ICE
18725,2015,ICE
18726,2015,ICE
18727,2015,ICE
18728,2015,ICE
18729,2015,ICE
18730,2015,ICE
18731,2015,EV
18732,2015,ICE
18733,2015,ICE
18734,2015,ICE
18735,2015,EV
18736,2015,ICE
18737,2015,ICE
18738,2015,ICE
18739,2015,ICE
18740,2015,ICE
18741,2015,ICE
18742,2015,ICE
18743,2015,ICE
18744,2016,ICE
18745,2016,ICE
18746,2016,ICE
18747,2016,ICE
18748,2016,ICE
18749,2016,ICE
18750,2016,ICE
18751,2016,ICE
18752,2016,ICE
18753,2016,ICE
18754,2016,ICE
18755,2016,ICE
18756,2016,ICE
18757,2016,ICE
18758,2016,ICE
18759,2016,ICE
18760,2016,ICE
18761,2016,ICE
18762,2016,ICE
18763,2016,ICE
18764,2017,ICE
18765,2017,ICE
18766,2017,ICE
18767,2017,ICE
18768,2017,ICE
18769,2017,ICE
18770,2017,ICE
18771,2017,ICE
18772,2017,ICE
18773,2017,ICE
18774,2017,ICE
18775,2017,ICE
18776,2017,ICE
18777,2017,ICE
18778,2017,ICE
18779,2017,ICE
18780,2017,ICE
18781,2017,ICE
18782,2017,ICE
18783,2018,ICE
18784,2018,ICE
18785,2018,ICE
18786,2018,ICE
18787,2018,ICE
18788,2018,ICE
18789,2018,ICE
18790,2018,ICE
18791,2018,ICE
18792,2018,ICE
18793,2018,ICE
18794,2018,ICE
18795,2018,ICE
18796,2018,ICE
18797,2018,ICE
18798,2018,ICE
18799,2018,ICE
18800,2018,ICE
18801,2018,ICE
18802,2019,ICE
18803,2019,ICE
18804,2019,ICE
18805,2019,ICE
18806,2019,ICE
18807,2019,ICE
18808,2019,ICE
18809,2019,ICE
18810,2019,ICE
18811,2019,EV
18812,2019,ICE
18813,2019,ICE
18814,2019,ICE
18815,2019,ICE
18816,2019,ICE
18817,2019,ICE
18818,2019,ICE
18819,2019,ICE
18820,2019,ICE
18821,2019,ICE
18822,2020,ICE
18823,2020,ICE
18824,2020,ICE
18825,2020,ICE
18826,2020,ICE
18827,2020,ICE
18828,2020,ICE
18829,2020,ICE
18830,2020,ICE
18831,2020,ICE
18832,2020,ICE
18833,2020,ICE
18834,2020,ICE
18835,2020,ICE
18836,2020,ICE
18837,2020,ICE
18838,2020,ICE
18839,2020,ICE
18840,2020,ICE
18841,2020,ICE
18842,2021,ICE
18843,2021,ICE
18844,2021,ICE
18845,2021,ICE
18846,2021,ICE
18847,2021,ICE
18848,2021,ICE
18849,2021,ICE
18850,2021,ICE
18851,2021,ICE
18852,2021,ICE
18853,2021,ICE
18854,2021,ICE
18855,2021,ICE
18856,2021,ICE
18857,2021,ICE
18858,2021,ICE
18859,2012,ICE
18860,2012,ICE
18861,2012,ICE
18862,2012,ICE
18863,2012,ICE
18864,2012,ICE
18865,2012,ICE
18866,2012,ICE
18867,2012,ICE
18868,2012,ICE
18869,2012,ICE
18870,2012,ICE
18871,2012,ICE
18872,2012,ICE
18873,2012,ICE
18874,2012,ICE
18875,2012,ICE
18876,2012,ICE
18877,2013,ICE
18878,2013,ICE
18879,2013,ICE
18880,2013,ICE
18881,2013,ICE
18882,2013,ICE
18883,2013,ICE
18884,2013,ICE
18885,2013,ICE
18886,2013,ICE
18887,2013,ICE
18888,2013,ICE
18889,2013,ICE
18890,2013,ICE
18891,2013,ICE
18892,2013,ICE
18893,2013,ICE
18894,2013,ICE
18895,2014,ICE
18896,2014,ICE
18897,2014,ICE
18898,2014,ICE
18899,2014,ICE
18900,2014,ICE
18901,2014,ICE
18902,2014,ICE
18903,2014,ICE
18904,2014,ICE
18905,2014,ICE
18906,2014,ICE
18907,2014,EV
18908,2014,EV
18909,2014,ICE
18910,2014,ICE
18911,2014,ICE
18912,2014,ICE
18913,2014,ICE
18914,2014,ICE
18915,2015,ICE
18916,2015,ICE
18917,2015,ICE
18918,2015,ICE
18919,2015,ICE
18920,2015,ICE
18921,2015,ICE
18922,2015,ICE
18923,2015,ICE
18924,2015,ICE
18925,2015,ICE
18926,2015,ICE
18927,2015,ICE
18928,2015,ICE
18929,2015,ICE
18930,2015,ICE
18931,2015,EV
18932,2015,ICE
18933,2015,ICE
18934,2015,ICE
18935,2016,ICE
18936,2016,ICE
18937,2016,ICE
18938,2016,ICE
18939,2016,ICE
18940,2016,ICE
18941,2016,ICE
18942,2016,ICE
18943,2016,ICE
18944,2016,ICE
18945,2016,ICE
18946,2016,ICE
18947,2016,ICE
18948,2016,ICE
18949,2016,ICE
18950,2016,ICE
18951,2016,ICE
18952,2016,ICE
18953,2016,ICE
18954,2016,ICE
18955,2017,ICE
18956,2017,ICE
18957,2017,ICE
18958,2017,ICE
18959,2017,ICE
18960,2017,ICE
18961,2017,ICE
18962,2017,ICE
18963,2017,ICE
18964,2017,ICE
18965,2017,ICE
18966,2017,ICE
18967,2017,ICE
18968,2017,ICE
18969,2017,ICE
18970,2017,ICE
18971,2017,ICE
18972,2017,ICE
18973,2017,ICE
18974,2017,ICE
18975,2018,ICE
18976,2018,ICE
18977,2018,ICE
18978,2018,ICE
18979,2018,ICE
18980,2018,ICE
18981,2018,ICE
18982,2018,ICE
18983,2018,ICE
18984,2018,ICE
18985,2018,ICE
18986,2018,ICE
18987,2018,ICE
18988,2018,ICE
18989,2018,ICE
18990,2018,ICE
18991,2018,ICE
18992,2018,ICE
18993,2018,ICE
18994,2019,ICE
18995,2019,ICE
18996,2019,ICE
18997,2019,ICE
18998,2019,ICE
18999,2019,ICE
19000,2019,ICE
19001,2019,ICE
19002,2019,ICE
19003,2019,ICE
19004,2019,ICE
19005,2019,EV
19006,2019,ICE
19007,2019,ICE
19008,2019,ICE
19009,2019,ICE
19010,2019,EV
19011,2019,ICE
19012,2019,ICE
19013,2020,ICE
19014,2020,ICE
19015,2020,ICE
19016,2020,ICE
19017,2020,ICE
19018,2020,ICE
19019,2020,ICE
19020,2020,ICE
19021,2020,ICE
19022,2020,ICE
19023,2020,ICE
19024,2020,ICE
19025,2020,ICE
19026,2020,ICE
19027,2020,ICE
19028,2020,ICE
19029,2020,ICE
19030,2020,ICE
19031,2020,ICE
19032,2021,ICE
19033,2021,ICE
19034,2021,ICE
19035,2021,ICE
19036,2021,ICE
19037,2021,ICE
19038,2021,ICE
19039,2021,ICE
19040,2021,ICE
19041,2021,ICE
19042,2021,ICE
19043,2021,ICE
19044,2021,ICE
19045,2021,ICE
19046,2021,ICE
19047,2021,ICE
19048,2021,ICE
19049,2021,ICE
19050,2021,ICE
19051,2021,ICE
19052,2012,ICE
19053,2012,ICE
19054,2012,ICE
19055,2012,ICE
19056,2012,ICE
19057,2012,ICE
19058,2012,ICE
19059,2012,ICE
19060,2012,ICE
19061,2012,ICE
19062,2012,ICE
19063,2012,ICE
19064,2012,ICE
19065,2012,ICE
19066,2012,ICE
19067,2012,ICE
19068,2012,ICE
19069,2012,ICE
19070,2012,ICE
19071,2012,ICE
19072,2013,ICE
19073,2013,ICE
19074,2013,ICE
19075,2013,ICE
19076,2013,ICE
19077,2013,ICE
19078,2013,ICE
19079,2013,ICE
19080,2013,ICE
19081,2013,ICE
19082,2013,ICE
19083,2013,ICE
19084,2013,ICE
19085,2013,ICE
19086,2013,ICE
19087,2013,ICE
19088,2013,ICE
19089,2013,ICE
19090,2013,ICE
19091,2013,ICE
19092,2014,ICE
19093,2014,ICE
19094,2014,ICE
19095,2014,ICE
19096,2014,ICE
19097,2014,ICE
19098,2014,ICE
19099,2014,ICE
19100,2014,ICE
19101,2014,ICE
19102,2014,ICE
19103,2014,ICE
19104,2014,ICE
19105,2014,ICE
19106,2014,ICE
19107,2014,ICE
19108,2014,ICE
19109,2014,ICE
19110,2014,ICE
19111,2014,ICE
19112,2015,ICE
19113,2015,ICE
19114,2015,ICE
19115,2015,ICE
19116,2015,ICE
19117,2015,ICE
19118,2015,ICE
19119,2015,ICE
19120,2015,ICE
19121,2015,ICE
19122,2015,ICE
19123,2015,ICE
19124,2015,ICE
19125,2015,ICE
19126,2015,ICE
19127,2015,ICE
19128,2015,ICE
19129,2015,ICE
19130,2015,ICE
19131,2015,ICE
19132,2016,ICE
19133,2016,ICE
19134,2016,ICE
19135,2016,ICE
19136,2016,ICE
19137,2016,ICE
19138,2016,ICE
19139,2016,ICE
19140,2016,ICE
19142,2016,ICE
19143,2016,ICE
19144,2016,ICE
19145,2016,ICE
19146,2016,ICE
19147,2016,ICE
19148,2016,ICE
19149,2016,ICE
19150,2016,ICE
19151,2016,ICE
19152,2017,ICE
19153,2017,ICE
19154,2017,ICE
19155,2017,ICE
19156,2017,ICE
19157,2017,ICE
19158,2017,ICE
19159,2017,ICE
19160,2017,ICE
19161,2017,ICE
19162,2017,ICE
19163,2017,ICE
19164,2017,ICE
19165,2017,ICE
19166,2017,ICE
19167,2017,ICE
19168,2017,ICE
19169,2017,ICE
19170,2017,ICE
19171,2017,ICE
19172,2018,ICE
19173,2018,ICE
19174,2018,ICE
19175,2018,ICE
19176,2021,ICE
19177,2018,ICE
19178,2018,ICE
19179,2018,ICE
19180,2018,ICE
19181,2018,ICE
19182,2018,ICE
19183,2018,ICE
19184,2018,ICE
19185,2018,ICE
19186,2018,ICE
19187,2018,ICE
19188,2018,ICE
19189,2018,ICE
19190,2019,ICE
19191,2019,ICE
19192,2019,ICE
19193,2019,ICE
19194,2019,ICE
19195,2019,ICE
19196,2019,ICE
19197,2019,ICE
19198,2019,ICE
19199,2019,ICE
19200,2019,ICE
19201,2019,ICE
19202,2019,ICE
19203,2019,ICE
19204,2019,ICE
19205,2019,EV
19206,2019,ICE
19207,2019,ICE
19208,2019,ICE
19209,2019,ICE
19210,2020,EV
19211,2020,ICE
19212,2020,ICE
19213,2020,ICE
19214,2020,ICE
19215,2020,ICE
19216,2020,ICE
19217,2020,ICE
19218,2020,ICE
19219,2020,ICE
19220,2020,ICE
19221,2020,ICE
19222,2020,ICE
19223,2020,ICE
19224,2020,ICE
19225,2020,ICE
19226,2020,ICE
19227,2020,ICE
19228,2020,EV
19229,2020,ICE
19230,2021,ICE
19231,2021,ICE
19232,2021,ICE
19233,2021,ICE
19234,2021,EV
19235,2021,ICE
19236,2021,ICE
19237,2021,ICE
19238,2021,ICE
19239,2021,ICE
19240,2021,ICE
19241,2021,ICE
19242,2021,ICE
19243,2021,ICE
19244,2021,ICE
19245,2021,EV
19246,2021,ICE
19247,2021,ICE
19248,2021,ICE
19249,2021,ICE
19250,2011,ICE
19251,2011,ICE
19252,2011,ICE
19253,2011,ICE
19254,2011,ICE
19255,2011,ICE
19256,2011,ICE
19257,2011,ICE
19258,2011,ICE
19259,2011,ICE
19260,2011,ICE
19261,2011,ICE
19262,2011,ICE
19263,2011,ICE
19264,2011,ICE
19265,2011,ICE
19266,2011,ICE
19267,2011,ICE
19268,2011,ICE
19269,2011,ICE
19270,2013,ICE
19271,2013,ICE
19272,2013,ICE
19273,2013,ICE
19274,2013,ICE
19275,2013,ICE
19276,2013,ICE
19277,2013,ICE
19278,2013,ICE
19279,2013,ICE
19280,2013,ICE
19281,2013,ICE
19282,2013,ICE
19283,2013,ICE
19284,2013,ICE
19285,2013,ICE
19286,2013,ICE
19287,2013,ICE
19288,2013,ICE
19289,2013,ICE
19290,2014,ICE
19291,2014,ICE
19292,2014,ICE
19293,2014,ICE
19294,2014,ICE
19295,2014,ICE
19296,2014,ICE
19297,2014,ICE
19298,2014,ICE
19299,2014,ICE
19300,2014,ICE
19301,2014,ICE
19302,2014,ICE
19303,2014,ICE
19304,2014,ICE
19305,2014,ICE
19306,2014,ICE
19307,2014,ICE
19308,2014,ICE
19309,2014,ICE
19310,2015,ICE
19311,2015,ICE
19312,2015,ICE
19313,2015,ICE
19314,2015,ICE
19315,2015,ICE
19316,2015,ICE
19317,2015,ICE
19318,2015,ICE
19319,2015,ICE
19320,2015,ICE
19321,2015,ICE
19322,2015,ICE
19323,2015,ICE
19324,2015,ICE
19325,2015,ICE
19326,2015,ICE
19327,2015,ICE
19328,2015,ICE
19329,2015,ICE
19330,2016,ICE
19331,2016,ICE
19332,2016,ICE
19333,2016,ICE
19334,2016,ICE
19335,2016,ICE
19336,2016,ICE
19337,2016,ICE
19338,2016,ICE
19341,2016,ICE
19342,2016,ICE
19343,2016,ICE
19344,2016,ICE
19345,2016,ICE
19346,2016,ICE
19347,2016,ICE
19348,2016,ICE
19349,2016,ICE
19350,2017,ICE
19351,2017,ICE
19352,2017,ICE
19353,2017,ICE
19354,2017,ICE
19355,2017,ICE
19356,2017,ICE
19357,2017,ICE
19358,2017,ICE
19359,2017,ICE
19360,2017,ICE
19361,2017,ICE
19362,2017,ICE
19363,2017,ICE
19364,2017,ICE
19365,2017,ICE
19366,2017,ICE
19367,2017,ICE
19368,2017,ICE
19369,2017,ICE
19370,2018,ICE
19371,2018,ICE
19372,2018,ICE
19373,2018,ICE
19374,2018,ICE
19375,2018,ICE
19376,2018,ICE
19377,2018,ICE
19378,2018,ICE
19379,2018,ICE
19380,2018,ICE
19381,2018,ICE
19382,2018,ICE
19383,2018,ICE
19384,2018,ICE
19385,2018,ICE
19386,2018,ICE
19387,2018,ICE
19388,2018,ICE
19389,2019,ICE
19390,2019,ICE
19391,2019,ICE
19392,2019,ICE
19393,2019,ICE
19394,2019,ICE
19395,2019,ICE
19396,2019,ICE
19397,2019,ICE
19398,2019,ICE
19399,2019,ICE
19400,2019,ICE
19401,2019,ICE
19403,2019,ICE
19404,2019,ICE
19405,2019,ICE
19406,2019,ICE
19407,2019,ICE
19408,2019,ICE
19409,2020,ICE
19410,2020,ICE
19411,2020,ICE
19412,2020,ICE
19413,2020,ICE
19414,2020,ICE
19415,2020,ICE
19416,2020,ICE
19417,2020,ICE
19418,2020,ICE
19419,2020,ICE
19420,2020,ICE
19421,2020,ICE
19422,2020,ICE
19423,2020,ICE
19424,2020,ICE
19425,2020,ICE
19427,2020,ICE
19428,2020,ICE
19429,2021,ICE
19430,2021,ICE
19431,2021,ICE
19432,2021,ICE
19433,2021,ICE
19434,2021,ICE
19435,2021,ICE
19436,2021,ICE
19437,2021,ICE
19438,2021,ICE
19439,2021,ICE
19440,2021,ICE
19441,2021,ICE
19442,2021,ICE
19443,2021,ICE
19444,2021,ICE
19445,2021,ICE
19446,2021,ICE
19447,2021,ICE
19448,2021,ICE
19449,2011,ICE
19450,2012,ICE
19451,2012,ICE
19452,2012,ICE
19453,2012,ICE
19454,2012,ICE
19455,2012,ICE
19456,2012,ICE
19457,2012,ICE
19458,2012,ICE
19460,2012,ICE
19461,2012,ICE
19462,2013,ICE
19463,2013,ICE
19464,2013,ICE
19465,2013,ICE
19466,2013,ICE
19467,2013,ICE
19468,2013,ICE
19469,2013,ICE
19470,2013,ICE
19471,2013,ICE
19472,2013,ICE
19473,2013,ICE
19474,2013,ICE
19475,2013,ICE
19476,2013,ICE
19477,2013,ICE
19478,2013,ICE
19479,2013,ICE
19480,2013,ICE
19481,2013,ICE
19482,2014,ICE
19483,2014,ICE
19484,2014,ICE
19485,2014,ICE
19486,2014,ICE
19487,2014,ICE
19488,2014,ICE
19489,2014,ICE
19490,2014,ICE
19491,2014,ICE
19492,2014,ICE
19493,2014,ICE
19494,2014,ICE
19495,2014,ICE
19496,2014,ICE
19497,2014,ICE
19498,2014,ICE
19499,2014,ICE
19500,2015,ICE
19501,2015,ICE
19502,2015,ICE
19503,2015,ICE
19504,2015,ICE
19505,2015,ICE
19506,2015,ICE
19507,2015,ICE
19508,2015,ICE
19509,2015,ICE
19510,2015,ICE
19511,2015,ICE
19512,2015,ICE
19513,2015,ICE
19514,2015,ICE
19515,2015,ICE
19516,2015,ICE
19517,2015,ICE
19518,2016,ICE
19519,2016,ICE
19520,2016,ICE
19521,2016,ICE
19522,2016,ICE
19523,2016,ICE
19524,2016,ICE
19525,2016,ICE
19526,2016,ICE
19527,2016,ICE
19528,2016,ICE
19529,2016,ICE
19530,2016,ICE
19531,2016,ICE
19532,2016,ICE
19533,2016,ICE
19534,2016,ICE
19535,2016,ICE
19536,2016,EV
19537,2017,ICE
19538,2017,ICE
19539,2017,ICE
19540,2017,ICE
19541,2017,ICE
19542,2017,ICE
19543,2017,ICE
19544,2017,ICE
19545,2017,ICE
19546,2017,ICE
19547,2017,ICE
19548,2017,ICE
19549,2017,ICE
19550,2017,ICE
19551,2017,ICE
19552,2017,ICE
19553,2017,ICE
19554,2017,ICE
19555,2017,ICE
19556,2018,ICE
19557,2018,ICE
19558,2018,ICE
19559,2018,ICE
19560,2018,ICE
19561,2018,ICE
19562,2018,ICE
19563,2018,ICE
19564,2018,ICE
19565,2018,ICE
19566,2018,ICE
19567,2018,ICE
19568,2018,ICE
19569,2018,ICE
19570,2018,ICE
19572,2018,ICE
19573,2018,ICE
19574,2018,ICE
19575,2018,ICE
19576,2019,ICE
19577,2019,ICE
19578,2019,ICE
19579,2019,ICE
19580,2019,ICE
19581,2019,ICE
19582,2019,ICE
19583,2019,ICE
19584,2019,ICE
19585,2019,ICE
19586,2019,ICE
19587,2019,ICE
19588,2019,ICE
19589,2019,ICE
19590,2019,ICE
19591,2019,ICE
19592,2019,ICE
19593,2019,ICE
19594,2019,ICE
19595,2019,ICE
19596,2020,ICE
19597,2020,ICE
19598,2020,ICE
19599,2020,ICE
19600,2020,ICE
19601,2020,ICE
19602,2020,ICE
19603,2020,ICE
19604,2020,ICE
19605,2020,ICE
19606,2020,ICE
19607,2020,ICE
19608,2020,ICE
19609,2020,ICE
19610,2020,ICE
19611,2020,ICE
19612,2020,ICE
19613,2020,ICE
19614,2021,ICE
19615,2021,ICE
19616,2021,ICE
19617,2021,ICE
19618,2021,ICE
19619,2021,ICE
19620,2021,ICE
19621,2021,EV
19622,2021,ICE
19623,2021,ICE
19624,2021,ICE
19625,2021,ICE
19626,2021,ICE
19627,2021,ICE
19628,2021,ICE
19629,2021,ICE
19630,2021,ICE
19631,2021,ICE
19632,2021,ICE
19633,2021,ICE
19634,2011,ICE
19635,2011,ICE
19636,2011,ICE
19637,2011,ICE
19638,2011,ICE
19639,2011,ICE
19640,2011,ICE
19641,2011,ICE
19642,2011,ICE
19643,2011,ICE
19644,2011,ICE
19645,2011,ICE
19646,2011,ICE
19647,2011,ICE
19648,2011,ICE
19649,2011,ICE
19650,2011,ICE
19651,2011,ICE
19652,2011,ICE
19653,2011,ICE
19654,2012,ICE
19655,2012,ICE
19656,2012,ICE
19657,2012,ICE
19658,2012,ICE
19659,2012,ICE
19660,2012,ICE
19661,2012,ICE
19662,2012,ICE
19663,2012,ICE
19664,2012,ICE
19665,2012,ICE
19666,2012,ICE
19667,2012,ICE
19668,2012,ICE
19669,2012,ICE
19670,2012,ICE
19671,2012,ICE
19672,2012,ICE
19673,2012,ICE
19674,2013,ICE
19675,2013,ICE
19676,2013,ICE
19677,2013,ICE
19678,2013,ICE
19679,2013,ICE
19680,2013,ICE
19681,2013,ICE
19682,2013,ICE
19683,2013,ICE
19684,2013,ICE
19685,2013,ICE
19686,2013,ICE
19687,2013,ICE
19688,2013,ICE
19689,2013,ICE
19690,2013,ICE
19691,2013,ICE
19692,2013,ICE
19693,2013,ICE
19694,2014,ICE
19695,2014,ICE
19696,2014,ICE
19697,2014,ICE
19698,2014,ICE
19699,2014,ICE
19700,2014,ICE
19701,2014,ICE
19702,2014,ICE
19703,2014,ICE
19704,2014,ICE
19705,2014,ICE
19706,2014,ICE
19707,2014,ICE
19709,2014,ICE
19710,2014,ICE
19711,2014,ICE
19712,2014,ICE
19713,2014,ICE
19714,2015,ICE
19715,2015,ICE
19716,2015,ICE
19717,2015,ICE
19718,2015,ICE
19719,2015,ICE
19720,2015,ICE
19721,2015,ICE
19722,2015,ICE
19723,2015,ICE
19724,2015,ICE
19725,2015,ICE
19726,2015,ICE
19727,2015,ICE
19728,2015,ICE
19729,2015,ICE
19730,2015,ICE
19731,2015,ICE
19732,2015,ICE
19733,2015,ICE
19734,2016,ICE
19735,2016,ICE
19736,2016,ICE
19737,2016,ICE
19738,2016,ICE
19739,2016,ICE
19740,2016,ICE
19741,2016,ICE
19742,2016,ICE
19743,2016,ICE
19744,2016,ICE
19745,2016,EV
19746,2016,EV
19747,2016,ICE
19748,2016,ICE
19749,2016,ICE
19750,2016,ICE
19751,2016,ICE
19752,2016,ICE
19753,2016,ICE
19754,2017,ICE
19755,2017,ICE
19756,2017,ICE
19757,2017,ICE
19758,2017,ICE
19759,2017,ICE
19760,2017,ICE
19761,2017,ICE
19762,2017,ICE
19763,2017,ICE
19764,2017,ICE
19765,2017,ICE
19766,2017,ICE
19767,2017,ICE
19768,2017,ICE
19769,2017,ICE
19770,2017,ICE
19771,2017,ICE
19772,2017,ICE
19773,2017,ICE
19774,2018,ICE
19775,2018,ICE
19776,2018,ICE
19777,2018,ICE
19778,2018,ICE
19779,2018,ICE
19780,2018,ICE
19781,2018,ICE
19782,2018,ICE
19783,2018,ICE
19784,2018,ICE
19785,2018,ICE
19786,2018,ICE
19787,2018,ICE
19788,2018,ICE
19789,2018,ICE
19790,2018,ICE
19791,2018,ICE
19792,2018,ICE
19793,2018,ICE
19794,2019,ICE
19795,2019,ICE
19796,2019,ICE
19797,2019,ICE
19798,2019,ICE
19799,2019,ICE
19800,2019,ICE
19801,2019,ICE
19802,2019,ICE
19803,2019,ICE
19804,2019,ICE
19805,2019,ICE
19806,2019,ICE
19807,2019,ICE
19808,2019,ICE
19809,2019,ICE
19810,2019,ICE
19811,2019,ICE
19812,2019,ICE
19813,2019,ICE
19814,2020,ICE
19815,2020,ICE
19816,2020,ICE
19817,2020,ICE
19818,2020,ICE
19819,2020,ICE
19820,2020,ICE
19821,2020,ICE
19822,2020,ICE
19823,2020,ICE
19824,2020,ICE
19825,2020,ICE
19826,2020,ICE
19827,2020,ICE
19828,2020,ICE
19829,2020,ICE
19830,2020,ICE
19831,2020,ICE
19832,2020,ICE
19833,2020,ICE
19834,2021,ICE
19835,2021,ICE
19836,2021,ICE
19837,2021,ICE
19838,2021,ICE
19839,2021,ICE
19840,2021,ICE
19841,2021,ICE
19842,2021,ICE
19843,2021,ICE
19844,2021,ICE
19845,2021,ICE
19846,2021,ICE
19847,2021,ICE
19848,2021,ICE
19849,2021,ICE
19850,2021,ICE
19851,2021,ICE
19852,2021,ICE
19853,2011,ICE
19854,2011,ICE
19855,2011,ICE
19856,2011,ICE
19857,2011,ICE
19858,2011,ICE
19859,2011,ICE
19860,2011,ICE
19861,2011,ICE
19862,2011,ICE
19863,2011,ICE
19864,2011,ICE
19865,2011,ICE
19866,2011,ICE
19867,2011,ICE
19868,2011,ICE
19869,2011,ICE
19870,2011,ICE
19871,2011,ICE
19872,2011,ICE
19873,2012,ICE
19874,2012,ICE
19875,2012,ICE
19876,2012,ICE
19877,2012,ICE
19878,2012,ICE
19879,2012,ICE
19880,2012,ICE
19881,2012,ICE
19882,2012,ICE
19883,2012,ICE
19884,2012,ICE
19885,2012,ICE
19886,2012,ICE
19887,2012,ICE
19888,2012,ICE
19889,2012,ICE
19890,2012,ICE
19891,2012,ICE
19892,2012,ICE
19893,2013,ICE
19894,2013,ICE
19895,2013,ICE
19896,2013,ICE
19897,2013,ICE
19898,2013,ICE
19899,2013,ICE
19900,2013,ICE
19901,2013,ICE
19902,2013,ICE
19903,2013,ICE
19904,2013,ICE
19905,2013,ICE
19906,2013,ICE
19907,2013,ICE
19908,2013,ICE
19909,2013,ICE
19910,2013,ICE
19911,2013,ICE
19912,2013,ICE
19913,2014,ICE
19914,2014,ICE
19915,2014,ICE
19916,2014,ICE
19917,2014,ICE
19918,2014,ICE
19919,2014,ICE
19920,2014,ICE
19921,2014,ICE
19922,2014,ICE
19923,2014,ICE
19924,2014,ICE
19925,2014,ICE
19926,2014,ICE
19927,2014,ICE
19928,2014,ICE
19929,2014,ICE
19930,2014,ICE
19931,2014,ICE
19932,2014,ICE
19933,2015,ICE
19934,2015,ICE
19935,2015,ICE
19936,2015,ICE
19937,2015,ICE
19938,2015,ICE
19939,2015,ICE
19940,2015,ICE
19941,2015,ICE
19942,2015,ICE
19943,2015,ICE
19944,2015,ICE
19946,2015,ICE
19947,2015,ICE
19948,2015,ICE
19949,2015,ICE
19950,2015,ICE
19951,2015,ICE
19952,2015,ICE
19953,2016,ICE
19954,2016,ICE
19955,2016,ICE
19956,2016,ICE
19957,2016,ICE
19958,2016,ICE
19959,2016,ICE
19960,2016,ICE
19961,2016,ICE
19962,2016,ICE
19963,2016,ICE
19964,2016,ICE
19965,2016,ICE
19966,2016,ICE
19967,2016,ICE
19968,2016,ICE
19969,2016,ICE
19970,2016,ICE
19971,2016,ICE
19972,2017,ICE
19973,2017,ICE
19974,2017,EV
19975,2017,ICE
19976,2017,ICE
19977,2017,ICE
19978,2017,ICE
19979,2017,ICE
19980,2017,ICE
19981,2017,ICE
19982,2017,ICE
19983,2017,ICE
19984,2017,ICE
19985,2017,ICE
19986,2017,ICE
19987,2017,ICE
19988,2017,ICE
19989,2017,ICE
19990,2017,ICE
19991,2017,ICE
19992,2018,EV
19993,2018,ICE
19994,2018,ICE
19995,2018,ICE
19996,2018,ICE
19997,2018,ICE
19998,2018,ICE
19999,2018,ICE
20000,2018,ICE
20001,2018,ICE
20002,2018,ICE
20003,2018,ICE
20004,2018,ICE
20005,2018,ICE
20006,2018,ICE
20007,2018,ICE
20008,2018,ICE
20009,2018,ICE
20010,2018,ICE
20011,2018,ICE
20012,2019,ICE
20013,2019,ICE
20014,2019,ICE
20015,2019,ICE
20016,2019,ICE
20017,2019,EV
20018,2019,ICE
20019,2019,ICE
20020,2019,ICE
20021,2019,ICE
20022,2019,ICE
20023,2019,ICE
20024,2019,EV
20025,2019,ICE
20026,2019,ICE
